"Year","Component","Province","Normalization","Measure","Value","Total"
2015,"Equalization / Stabilization","British Columbia","Total ($ M)","Value",0,7851
2015,"GST and Excise Taxes","British Columbia","Total ($ M)","Value",7511,7851
2015,"Child Benefits","Manitoba","Total ($ M)","Value",-844,-3134
2015,"CPP Net Contributions","Manitoba","Total ($ M)","Value",488,-3134
2015,"Defense Purchases","Manitoba","Total ($ M)","Value",-763,-3134
2015,"EI Payments less Receipts","Manitoba","Total ($ M)","Value",340,-3134
2015,"Corporate Income Taxes","Manitoba","Total ($ M)","Value",1090,-3134
2015,"Personal Income Taxes","Manitoba","Total ($ M)","Value",4276,-3134
2015,"Other Factors","Manitoba","Total ($ M)","Value",-4460,-3134
2015,"Non-Defense Purchases","Manitoba","Total ($ M)","Value",-1767,-3134
2015,"OAS Benefits","Manitoba","Total ($ M)","Value",-1521,-3134
2015,"Equalization / Stabilization","Manitoba","Total ($ M)","Value",-1755,-3134
2015,"GST and Excise Taxes","Manitoba","Total ($ M)","Value",1782,-3134
2015,"Child Benefits","New Brunswick","Total ($ M)","Value",-375,-4363
2015,"CPP Net Contributions","New Brunswick","Total ($ M)","Value",96,-4363
2015,"Defense Purchases","New Brunswick","Total ($ M)","Value",-903,-4363
2015,"EI Payments less Receipts","New Brunswick","Total ($ M)","Value",-391,-4363
2015,"Corporate Income Taxes","New Brunswick","Total ($ M)","Value",435,-4363
2015,"Personal Income Taxes","New Brunswick","Total ($ M)","Value",2136,-4363
2015,"Other Factors","New Brunswick","Total ($ M)","Value",-2016,-4363
2015,"Non-Defense Purchases","New Brunswick","Total ($ M)","Value",-1473,-4363
2015,"OAS Benefits","New Brunswick","Total ($ M)","Value",-1220,-4363
2015,"Equalization / Stabilization","New Brunswick","Total ($ M)","Value",-1681,-4363
2015,"GST and Excise Taxes","New Brunswick","Total ($ M)","Value",1029,-4363
2015,"Child Benefits","Newfoundland and Labrador","Total ($ M)","Value",-229,-1221
2015,"CPP Net Contributions","Newfoundland and Labrador","Total ($ M)","Value",18,-1221
2015,"Defense Purchases","Newfoundland and Labrador","Total ($ M)","Value",-189,-1221
2015,"EI Payments less Receipts","Newfoundland and Labrador","Total ($ M)","Value",-502,-1221
2015,"Corporate Income Taxes","Newfoundland and Labrador","Total ($ M)","Value",355,-1221
2015,"Personal Income Taxes","Newfoundland and Labrador","Total ($ M)","Value",2156,-1221
2015,"Other Factors","Newfoundland and Labrador","Total ($ M)","Value",-1883,-1221
2015,"Non-Defense Purchases","Newfoundland and Labrador","Total ($ M)","Value",-876,-1221
2015,"OAS Benefits","Newfoundland and Labrador","Total ($ M)","Value",-883,-1221
2015,"Equalization / Stabilization","Newfoundland and Labrador","Total ($ M)","Value",0,-1221
2015,"GST and Excise Taxes","Newfoundland and Labrador","Total ($ M)","Value",812,-1221
2015,"Child Benefits","Northwest Territories","Total ($ M)","Value",-22,-1295
2015,"CPP Net Contributions","Northwest Territories","Total ($ M)","Value",100,-1295
2015,"Defense Purchases","Northwest Territories","Total ($ M)","Value",-55,-1295
2015,"EI Payments less Receipts","Northwest Territories","Total ($ M)","Value",13,-1295
2015,"Corporate Income Taxes","Northwest Territories","Total ($ M)","Value",78,-1295
2015,"Personal Income Taxes","Northwest Territories","Total ($ M)","Value",259,-1295
2015,"Other Factors","Northwest Territories","Total ($ M)","Value",-1495,-1295
2015,"Non-Defense Purchases","Northwest Territories","Total ($ M)","Value",-241,-1295
2015,"OAS Benefits","Northwest Territories","Total ($ M)","Value",-25,-1295
2015,"Equalization / Stabilization","Northwest Territories","Total ($ M)","Value",0,-1295
2015,"GST and Excise Taxes","Northwest Territories","Total ($ M)","Value",93,-1295
2015,"Child Benefits","Nova Scotia","Total ($ M)","Value",-458,-6649
2015,"CPP Net Contributions","Nova Scotia","Total ($ M)","Value",-186,-6649
2015,"Defense Purchases","Nova Scotia","Total ($ M)","Value",-2508,-6649
2015,"EI Payments less Receipts","Nova Scotia","Total ($ M)","Value",-219,-6649
2015,"Corporate Income Taxes","Nova Scotia","Total ($ M)","Value",631,-6649
2015,"Personal Income Taxes","Nova Scotia","Total ($ M)","Value",2948,-6649
2015,"Other Factors","Nova Scotia","Total ($ M)","Value",-2680,-6649
2015,"Non-Defense Purchases","Nova Scotia","Total ($ M)","Value",-2230,-6649
2015,"OAS Benefits","Nova Scotia","Total ($ M)","Value",-1433,-6649
2015,"Equalization / Stabilization","Nova Scotia","Total ($ M)","Value",-1829,-6649
2015,"GST and Excise Taxes","Nova Scotia","Total ($ M)","Value",1315,-6649
2015,"Child Benefits","Nunavut","Total ($ M)","Value",-42,-1473
2015,"CPP Net Contributions","Nunavut","Total ($ M)","Value",40,-1473
2015,"Defense Purchases","Nunavut","Total ($ M)","Value",-9,-1473
2015,"EI Payments less Receipts","Nunavut","Total ($ M)","Value",15,-1473
2015,"Corporate Income Taxes","Nunavut","Total ($ M)","Value",21,-1473
2015,"Personal Income Taxes","Nunavut","Total ($ M)","Value",131,-1473
2015,"Other Factors","Nunavut","Total ($ M)","Value",-1521,-1473
2015,"Non-Defense Purchases","Nunavut","Total ($ M)","Value",-157,-1473
2015,"OAS Benefits","Nunavut","Total ($ M)","Value",-9,-1473
2015,"Equalization / Stabilization","Nunavut","Total ($ M)","Value",0,-1473
2015,"GST and Excise Taxes","Nunavut","Total ($ M)","Value",58,-1473
2015,"Child Benefits","Ontario","Total ($ M)","Value",-6947,17173
2015,"CPP Net Contributions","Ontario","Total ($ M)","Value",3675,17173
2015,"Defense Purchases","Ontario","Total ($ M)","Value",-8354,17173
2015,"EI Payments less Receipts","Ontario","Total ($ M)","Value",3825,17173
2015,"Corporate Income Taxes","Ontario","Total ($ M)","Value",16212,17173
2015,"Personal Income Taxes","Ontario","Total ($ M)","Value",58405,17173
2015,"Other Factors","Ontario","Total ($ M)","Value",-31581,17173
2015,"Non-Defense Purchases","Ontario","Total ($ M)","Value",-20008,17173
2015,"OAS Benefits","Ontario","Total ($ M)","Value",-16507,17173
2015,"Equalization / Stabilization","Ontario","Total ($ M)","Value",-2283,17173
2015,"GST and Excise Taxes","Ontario","Total ($ M)","Value",20736,17173
2015,"Child Benefits","Prince Edward Island","Total ($ M)","Value",-72,-1069
2015,"CPP Net Contributions","Prince Edward Island","Total ($ M)","Value",8,-1069
2015,"Defense Purchases","Prince Edward Island","Total ($ M)","Value",-58,-1069
2015,"EI Payments less Receipts","Prince Edward Island","Total ($ M)","Value",-119,-1069
2015,"Corporate Income Taxes","Prince Edward Island","Total ($ M)","Value",77,-1069
2015,"Personal Income Taxes","Prince Edward Island","Total ($ M)","Value",402,-1069
2015,"Other Factors","Prince Edward Island","Total ($ M)","Value",-478,-1069
2015,"Non-Defense Purchases","Prince Edward Island","Total ($ M)","Value",-442,-1069
2015,"OAS Benefits","Prince Edward Island","Total ($ M)","Value",-218,-1069
2015,"Equalization / Stabilization","Prince Edward Island","Total ($ M)","Value",-363,-1069
2015,"GST and Excise Taxes","Prince Edward Island","Total ($ M)","Value",194,-1069
2015,"Child Benefits","Quebec","Total ($ M)","Value",-4101,-14088
2015,"CPP Net Contributions","Quebec","Total ($ M)","Value",-45,-14088
2015,"Defense Purchases","Quebec","Total ($ M)","Value",-2824,-14088
2015,"EI Payments less Receipts","Quebec","Total ($ M)","Value",661,-14088
2015,"Corporate Income Taxes","Quebec","Total ($ M)","Value",7217,-14088
2015,"Personal Income Taxes","Quebec","Total ($ M)","Value",22219,-14088
2015,"Other Factors","Quebec","Total ($ M)","Value",-15249,-14088
2015,"Non-Defense Purchases","Quebec","Total ($ M)","Value",-10506,-14088
2015,"OAS Benefits","Quebec","Total ($ M)","Value",-12180,-14088
2015,"Equalization / Stabilization","Quebec","Total ($ M)","Value",-9560,-14088
2015,"GST and Excise Taxes","Quebec","Total ($ M)","Value",10280,-14088
2015,"Child Benefits","Saskatchewan","Total ($ M)","Value",-697,1544
2015,"CPP Net Contributions","Saskatchewan","Total ($ M)","Value",468,1544
2015,"Defense Purchases","Saskatchewan","Total ($ M)","Value",-235,1544
2015,"EI Payments less Receipts","Saskatchewan","Total ($ M)","Value",306,1544
2015,"Corporate Income Taxes","Saskatchewan","Total ($ M)","Value",1777,1544
2015,"Personal Income Taxes","Saskatchewan","Total ($ M)","Value",4617,1544
2015,"Other Factors","Saskatchewan","Total ($ M)","Value",-3915,1544
2015,"Non-Defense Purchases","Saskatchewan","Total ($ M)","Value",-1244,1544
2015,"OAS Benefits","Saskatchewan","Total ($ M)","Value",-1309,1544
2015,"Equalization / Stabilization","Saskatchewan","Total ($ M)","Value",0,1544
2015,"GST and Excise Taxes","Saskatchewan","Total ($ M)","Value",1776,1544
2015,"Child Benefits","Yukon","Total ($ M)","Value",-23,-997
2015,"CPP Net Contributions","Yukon","Total ($ M)","Value",65,-997
2015,"Defense Purchases","Yukon","Total ($ M)","Value",-3,-997
2015,"EI Payments less Receipts","Yukon","Total ($ M)","Value",8,-997
2015,"Corporate Income Taxes","Yukon","Total ($ M)","Value",20,-997
2015,"Personal Income Taxes","Yukon","Total ($ M)","Value",158,-997
2015,"Other Factors","Yukon","Total ($ M)","Value",-1129,-997
2015,"Non-Defense Purchases","Yukon","Total ($ M)","Value",-130,-997
2015,"OAS Benefits","Yukon","Total ($ M)","Value",-28,-997
2015,"Equalization / Stabilization","Yukon","Total ($ M)","Value",0,-997
2015,"GST and Excise Taxes","Yukon","Total ($ M)","Value",65,-997
2016,"Child Benefits","Alberta","Total ($ M)","Value",-2401,20089
2016,"CPP Net Contributions","Alberta","Total ($ M)","Value",4130,20089
2016,"Defense Purchases","Alberta","Total ($ M)","Value",-1716,20089
2016,"EI Payments less Receipts","Alberta","Total ($ M)","Value",177,20089
2016,"Corporate Income Taxes","Alberta","Total ($ M)","Value",7296,20089
2016,"Personal Income Taxes","Alberta","Total ($ M)","Value",22707,20089
2016,"Other Factors","Alberta","Total ($ M)","Value",-10535,20089
2016,"Non-Defense Purchases","Alberta","Total ($ M)","Value",-3005,20089
2016,"OAS Benefits","Alberta","Total ($ M)","Value",-3823,20089
2016,"Equalization / Stabilization","Alberta","Total ($ M)","Value",-251,20089
2016,"GST and Excise Taxes","Alberta","Total ($ M)","Value",7510,20089
2016,"Child Benefits","British Columbia","Total ($ M)","Value",-2370,8730
2016,"CPP Net Contributions","British Columbia","Total ($ M)","Value",1528,8730
2016,"Defense Purchases","British Columbia","Total ($ M)","Value",-1724,8730
2016,"EI Payments less Receipts","British Columbia","Total ($ M)","Value",1311,8730
2016,"Corporate Income Taxes","British Columbia","Total ($ M)","Value",6127,8730
2016,"Personal Income Taxes","British Columbia","Total ($ M)","Value",19920,8730
2016,"Other Factors","British Columbia","Total ($ M)","Value",-12886,8730
2016,"Non-Defense Purchases","British Columbia","Total ($ M)","Value",-4678,8730
2016,"OAS Benefits","British Columbia","Total ($ M)","Value",-6452,8730
2016,"Equalization / Stabilization","British Columbia","Total ($ M)","Value",0,8730
2016,"GST and Excise Taxes","British Columbia","Total ($ M)","Value",7954,8730
2016,"Child Benefits","Manitoba","Total ($ M)","Value",-987,-3558
2016,"CPP Net Contributions","Manitoba","Total ($ M)","Value",464,-3558
2016,"Defense Purchases","Manitoba","Total ($ M)","Value",-771,-3558
2016,"EI Payments less Receipts","Manitoba","Total ($ M)","Value",321,-3558
2016,"Corporate Income Taxes","Manitoba","Total ($ M)","Value",1216,-3558
2016,"Personal Income Taxes","Manitoba","Total ($ M)","Value",4312,-3558
2016,"Other Factors","Manitoba","Total ($ M)","Value",-4858,-3558
2016,"Non-Defense Purchases","Manitoba","Total ($ M)","Value",-1781,-3558
2016,"OAS Benefits","Manitoba","Total ($ M)","Value",-1579,-3558
2016,"Equalization / Stabilization","Manitoba","Total ($ M)","Value",-1716,-3558
2016,"GST and Excise Taxes","Manitoba","Total ($ M)","Value",1821,-3558
2016,"Child Benefits","New Brunswick","Total ($ M)","Value",-437,-4686
2016,"CPP Net Contributions","New Brunswick","Total ($ M)","Value",-107,-4686
2016,"Defense Purchases","New Brunswick","Total ($ M)","Value",-923,-4686
2016,"EI Payments less Receipts","New Brunswick","Total ($ M)","Value",-411,-4686
2016,"Corporate Income Taxes","New Brunswick","Total ($ M)","Value",526,-4686
2016,"Personal Income Taxes","New Brunswick","Total ($ M)","Value",2241,-4686
2016,"Other Factors","New Brunswick","Total ($ M)","Value",-2165,-4686
2016,"Non-Defense Purchases","New Brunswick","Total ($ M)","Value",-1494,-4686
2016,"OAS Benefits","New Brunswick","Total ($ M)","Value",-1291,-4686
2016,"Equalization / Stabilization","New Brunswick","Total ($ M)","Value",-1678,-4686
2016,"GST and Excise Taxes","New Brunswick","Total ($ M)","Value",1053,-4686
2016,"Child Benefits","Newfoundland and Labrador","Total ($ M)","Value",-258,-1313
2016,"CPP Net Contributions","Newfoundland and Labrador","Total ($ M)","Value",78,-1313
2016,"Defense Purchases","Newfoundland and Labrador","Total ($ M)","Value",-193,-1313
2016,"EI Payments less Receipts","Newfoundland and Labrador","Total ($ M)","Value",-618,-1313
2016,"Corporate Income Taxes","Newfoundland and Labrador","Total ($ M)","Value",396,-1313
2016,"Personal Income Taxes","Newfoundland and Labrador","Total ($ M)","Value",2125,-1313
2016,"Other Factors","Newfoundland and Labrador","Total ($ M)","Value",-1794,-1313
2016,"Non-Defense Purchases","Newfoundland and Labrador","Total ($ M)","Value",-892,-1313
2016,"OAS Benefits","Newfoundland and Labrador","Total ($ M)","Value",-937,-1313
2016,"Equalization / Stabilization","Newfoundland and Labrador","Total ($ M)","Value",-32,-1313
2016,"GST and Excise Taxes","Newfoundland and Labrador","Total ($ M)","Value",812,-1313
2016,"Child Benefits","Northwest Territories","Total ($ M)","Value",-26,-1445
2016,"CPP Net Contributions","Northwest Territories","Total ($ M)","Value",102,-1445
2016,"Defense Purchases","Northwest Territories","Total ($ M)","Value",-56,-1445
2016,"EI Payments less Receipts","Northwest Territories","Total ($ M)","Value",11,-1445
2016,"Corporate Income Taxes","Northwest Territories","Total ($ M)","Value",76,-1445
2016,"Personal Income Taxes","Northwest Territories","Total ($ M)","Value",243,-1445
2016,"Other Factors","Northwest Territories","Total ($ M)","Value",-1622,-1445
2016,"Non-Defense Purchases","Northwest Territories","Total ($ M)","Value",-245,-1445
2016,"OAS Benefits","Northwest Territories","Total ($ M)","Value",-27,-1445
2016,"Equalization / Stabilization","Northwest Territories","Total ($ M)","Value",0,-1445
2016,"GST and Excise Taxes","Northwest Territories","Total ($ M)","Value",99,-1445
2016,"Child Benefits","Nova Scotia","Total ($ M)","Value",-527,-6817
2016,"CPP Net Contributions","Nova Scotia","Total ($ M)","Value",-383,-6817
2016,"Defense Purchases","Nova Scotia","Total ($ M)","Value",-2534,-6817
2016,"EI Payments less Receipts","Nova Scotia","Total ($ M)","Value",-214,-6817
2016,"Corporate Income Taxes","Nova Scotia","Total ($ M)","Value",752,-6817
2016,"Personal Income Taxes","Nova Scotia","Total ($ M)","Value",2978,-6817
2016,"Other Factors","Nova Scotia","Total ($ M)","Value",-2724,-6817
2016,"Non-Defense Purchases","Nova Scotia","Total ($ M)","Value",-2258,-6817
2016,"OAS Benefits","Nova Scotia","Total ($ M)","Value",-1508,-6817
2016,"Equalization / Stabilization","Nova Scotia","Total ($ M)","Value",-1758,-6817
2016,"GST and Excise Taxes","Nova Scotia","Total ($ M)","Value",1359,-6817
2016,"Child Benefits","Nunavut","Total ($ M)","Value",-46,-1504
2016,"CPP Net Contributions","Nunavut","Total ($ M)","Value",57,-1504
2016,"Defense Purchases","Nunavut","Total ($ M)","Value",-9,-1504
2016,"EI Payments less Receipts","Nunavut","Total ($ M)","Value",14,-1504
2016,"Corporate Income Taxes","Nunavut","Total ($ M)","Value",24,-1504
2016,"Personal Income Taxes","Nunavut","Total ($ M)","Value",129,-1504
2016,"Other Factors","Nunavut","Total ($ M)","Value",-1566,-1504
2016,"Non-Defense Purchases","Nunavut","Total ($ M)","Value",-158,-1504
2016,"OAS Benefits","Nunavut","Total ($ M)","Value",-10,-1504
2016,"Equalization / Stabilization","Nunavut","Total ($ M)","Value",0,-1504
2016,"GST and Excise Taxes","Nunavut","Total ($ M)","Value",61,-1504
2016,"Child Benefits","Ontario","Total ($ M)","Value",-7925,19234
2016,"CPP Net Contributions","Ontario","Total ($ M)","Value",2891,19234
2016,"Defense Purchases","Ontario","Total ($ M)","Value",-8646,19234
2016,"EI Payments less Receipts","Ontario","Total ($ M)","Value",4154,19234
2016,"Corporate Income Taxes","Ontario","Total ($ M)","Value",19762,19234
2016,"Personal Income Taxes","Ontario","Total ($ M)","Value",60508,19234
2016,"Other Factors","Ontario","Total ($ M)","Value",-32319,19234
2016,"Non-Defense Purchases","Ontario","Total ($ M)","Value",-21076,19234
2016,"OAS Benefits","Ontario","Total ($ M)","Value",-17391,19234
2016,"Equalization / Stabilization","Ontario","Total ($ M)","Value",-2293,19234
2016,"GST and Excise Taxes","Ontario","Total ($ M)","Value",21569,19234
2016,"Child Benefits","Prince Edward Island","Total ($ M)","Value",-87,-1158
